sys_timestamp,sys_guid,sys_dtcreated,sys_exported,sys_dtexported,archivo,color,fumar,id,mesero,notas,sys_recver
2025-09-25 17:00:00,0d202a8bc9c14ce0858e59a64f7ab465,2025-09-25 17:00:00,0,2025-09-25 17:00:00,"",0,0,"Zona predeterminado","","",0
