"Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","Clase","Codigo","Color","Comision1","Comision2","Comision3","Comision4","Comision5","Descripcion","Notas","Visible","Uf_indicaciones","sys_recver","sys_deleted","sys_lock"
"2017-11-19 06:32:17","4F5C65EE6A974DA1ACC79C26A8329903","2017-11-19 06:31:38",\N,\N,"0","2017-11-19 06:31:38",\N,"2","0002","0","0","0","0","0","0","Línea Predeterminada de Recetas",\N,"1",\N,"0",\N,\N
